id,uid,name,shortname,longtitude,latitude,nhfrid,subcounty_uid,subcounty,district_uid,district,region,level,ownership,authority,status,facility_id,subcounty_id,district_id,region_id,licensed,address,contact_personemail,contact_personmobile,contact_personname,contact_persontitle,date_opened,bed_capacity,services,user_district_id,owner_id,createdAt,updatedAt
3575,jBtF5LgIiSE,God's Grace Medical Clinic,God's  Grace Medical Clinic,,,8008023156818,e2qgbWInIl5,Kayanja Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Functional,36128,739,62,7,,,,,,,,,[],,1,2025-09-07 15:14:39.298 +0300,2025-09-07 15:14:39.298 +0300
4310,vgRXnM3VETo,Kyebando Health Centre III,Kyebando HC III,31.087069,0.912112,8008021770101,KYNuILiw5nZ,Kyebando Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,GOV,Local Government,Functional,36230,211,62,7,,,,,,,,,[],,1,2025-09-07 15:14:42.474 +0300,2025-09-07 15:14:42.474 +0300
5825,qjnccz0rMAd,Buseesa Medical Health Centre III,Buseesa Medical Centre HC III,31.165379,0.790339,8008026317650,dP3Esu3zfvR,Matale Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,PFP,UCBHCA,Functional,36199,298,62,7,,,,,,,,,[],,1,2025-09-07 15:14:49.040 +0300,2025-09-07 15:14:49.040 +0300
5826,c49ZEuALAn6,Js Memorial Health Centre III,Js Memorial Health Centre III,,,,dP3Esu3zfvR,Matale Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,PFP,Private Authority,Functional,36078,298,62,7,,,,,,,,,[],,1,2025-09-07 15:14:49.043 +0300,2025-09-07 15:14:49.043 +0300
5827,adM7g9zKNK5,Matale Health Centre III,Matale HC III,31.148226,0.781179,8008024156021,dP3Esu3zfvR,Matale Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,GOV,Local Government,Functional,36119,298,62,7,,,,,,,,,[],,1,2025-09-07 15:14:49.048 +0300,2025-09-07 15:14:49.048 +0300
5828,VUtfiabYBXJ,St. Dennis Nsonga Health Centre II,St. Dennis Nsonga HC II,31.173944,0.791316,8008026691498,dP3Esu3zfvR,Matale Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PNFP,UCMB,Functional,36323,298,62,7,,,,,,,,,[],,1,2025-09-07 15:14:49.051 +0300,2025-09-07 15:14:49.051 +0300
3665,FS1iFJzUmTm,St. Luke Bujuni (Kibaale) Health Centre III,St. Luke Bujuni (Kibaale) HC III,31.079056,0.775578,8008029218920,nY0VztZvBTO,Kibaale Town Council,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,PNFP,UCMB,Functional,36054,408,62,7,,,,,,,,,[],,1,2025-09-07 15:14:39.601 +0300,2025-09-07 15:14:39.601 +0300
3664,mU9eqIxaV4b,St. Daniel Medical Centre,St Daniel Medical Centre HC II,,,8008025453062,nY0VztZvBTO,Kibaale Town Council,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Functional,36069,408,62,7,,,,,,,,,[],,1,2025-09-07 15:14:39.597 +0300,2025-09-07 15:14:39.597 +0300
3663,a5qfzrlBmym,Kibaale Prisons Health Centre II,Kibaale Prison HC II,,,8008021236075,nY0VztZvBTO,Kibaale Town Council,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,GOV,UPF,Functional,36190,408,62,7,,,,,,,,,[],,1,2025-09-07 15:14:39.594 +0300,2025-09-07 15:14:39.594 +0300
3662,oOf8N3iGy5X,Kibaale Police Health Centre II,Kibaale Police Clinic HC II,31.07816,0.79184,8008027075243,nY0VztZvBTO,Kibaale Town Council,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,GOV,UPF,Functional,36071,408,62,7,,,,,,,,,[],,1,2025-09-07 15:14:39.590 +0300,2025-09-07 15:14:39.590 +0300
3661,hHaqQ2NBBOs,Kibaale Health Centre IV,Kibaale HC IV,31.075233,0.790058,8008025689406,nY0VztZvBTO,Kibaale Town Council,tM3DsJxMaMX,Kibaale District,Bunyoro,HC IV,GOV,Local Government,Functional,36261,408,62,7,,,,,,,,,[],,1,2025-09-07 15:14:39.587 +0300,2025-09-07 15:14:39.587 +0300
2865,vXnibkm1WXQ,St. Immaculate Medical Centre,St Immaculate Medical Centre clinic,,,8008023302415,Y5dwN7uQSi7,Karama Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Functional,36188,1529,62,7,,,,,,,,,[],,1,2025-09-07 15:14:36.928 +0300,2025-09-07 15:14:36.928 +0300
2866,jXNRIjUVxw6,St. Joseph and Zoromina Health Centre II,St Joseph and Zoromina HC II,,,8008028271305,Y5dwN7uQSi7,Karama Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PNFP,Private Authority,Functional,36259,1529,62,7,,,,,,,,,[],,1,2025-09-07 15:14:36.931 +0300,2025-09-07 15:14:36.931 +0300
2867,GJLTPZMVV4Y,St Marys Kitutu,St Marys Kitutu,,,,Y5dwN7uQSi7,Karama Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PNFP,UCMB,Functional,36132,1529,62,7,,,,,,,,,[],,1,2025-09-07 15:14:36.934 +0300,2025-09-07 15:14:36.934 +0300
3660,qXpKvhiylZz,Emesco Health Centre III,Emesco HC III,31.077377,0.762991,8008025241499,nY0VztZvBTO,Kibaale Town Council,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,PFP,UCBHCA,Functional,36340,408,62,7,,,,,,,,,[],,1,2025-09-07 15:14:39.584 +0300,2025-09-07 15:14:39.584 +0300
3022,l3m3qOAxOos,Kasimbi Health Centre III,Kasimbi HC III,,,,AjDLOwC01BV,Kasimbi Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,GOV,MOH,Functional,36112,832,62,7,,,,,,,,,[],,1,2025-09-07 15:14:37.509 +0300,2025-09-07 15:14:37.509 +0300
3021,jEWfNHf8Ayt,Alustin Health Centre III,Alustin HC III,31.070494,0.985005,8008029458379,AjDLOwC01BV,Kasimbi Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,PFP,Private Authority,Functional,36117,832,62,7,,,,,,,,,[],,1,2025-09-07 15:14:37.505 +0300,2025-09-07 15:14:37.505 +0300
6101,JmHLIGnm4TQ,Mugarama Health Centre III,Mugarama HC III,30.989424,0.864333,8008027848471,tTZFQkyysiA,Mugarama Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,GOV,Local Government,Functional,36109,850,62,7,,,,,,,,,[],,1,2025-09-07 15:14:50.079 +0300,2025-09-07 15:14:50.079 +0300
6102,uMYaMAjYHRz,St. Michael Medical Health Centre II,St. Michael Medical Centre HC II,,,8008026157181,tTZFQkyysiA,Mugarama Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Functional,36161,850,62,7,,,,,,,,,[],,1,2025-09-07 15:14:50.083 +0300,2025-09-07 15:14:50.083 +0300
499,CMcioJ4UPEW,Life Care Medical Centre,Life Care Medical Centre,,,8008028015902,gzratsgHCh4,Bubango Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,Clinic,PFP,Private Authority,Functional,36297,460,62,7,,,,,,,,,[],,1,2025-09-07 15:14:28.782 +0300,2025-09-07 15:14:28.782 +0300
498,iVv6I4Hy4e2,Bubango Health Centre II,Bubango HC II,31.02933,0.738971,8008024153693,gzratsgHCh4,Bubango Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,GOV,Local Government,Functional,36186,460,62,7,,,,,,,,,[],,1,2025-09-07 15:14:28.779 +0300,2025-09-07 15:14:28.779 +0300
4213,Yy2l4xbOZMZ,Maisuka Health Centre III,Maisuka HC III,,,8008029830820,DhrYTGz4oPr,Kyakazihire Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC III,GOV,Local Government,Functional,36105,608,62,7,,,,,,,,,[],,1,2025-09-07 15:14:41.923 +0300,2025-09-07 15:14:41.923 +0300
1204,Q96KEg0FjeO,Kibingo Health Centre II,Kibingo HC II,,,8008027953143,jLbNqQrDbKZ,Bwamiramira Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Functional,36212,218,62,7,,,,,,,,,[],,1,2025-09-07 15:14:31.235 +0300,2025-09-07 15:14:31.235 +0300
1205,SCmKdlHslFu,Kyakasengura Prisons Health Centre II,Kyakasengura Prison HC II,,,8008024195884,jLbNqQrDbKZ,Bwamiramira Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,GOV,UPS,Functional,36145,218,62,7,,,,,,,,,[],,1,2025-09-07 15:14:31.239 +0300,2025-09-07 15:14:31.239 +0300
1206,EExU2ThZ3Us,Luka Health services clinic,Luka Health services clinic,,,8008028842930,jLbNqQrDbKZ,Bwamiramira Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Functional,36056,218,62,7,,,,,,,,,[],,1,2025-09-07 15:14:31.243 +0300,2025-09-07 15:14:31.243 +0300
7420,jrOHVLhbzCU,St. George Medical Centre,St George Medical Centre HC II,,,8008022301989,t9AXNBpffmR,Nyamarunda Subcounty,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Functional,36318,1642,62,7,,,,,,,,,[],,1,2025-09-07 15:14:54.486 +0300,2025-09-07 15:14:54.486 +0300
7421,pHXsqZ2QpGS,Modern times clinic,Modern times clinic,,,8008023851494,vI78v4kQrbg,Nyamarunda Town Council,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Functional,36152,1270,62,7,,,,,,,,,[],,1,2025-09-07 15:14:54.488 +0300,2025-09-07 15:14:54.488 +0300
7422,DCMeBiy5gcJ,Nyamarunda Medical Centre,Nyamarunda Medical Centre HC II,30.950048,0.885836,8008022750252,vI78v4kQrbg,Nyamarunda Town Council,tM3DsJxMaMX,Kibaale District,Bunyoro,HC II,PFP,Private Authority,Non-Functional,36296,1270,62,7,,,,,,,,,[],,1,2025-09-07 15:14:54.491 +0300,2025-09-07 15:14:54.491 +0300
2407,Xa2GHu3YN8X,Sebigoro Health Centre III,Sebigoro HC III,30.91558,1.440297,8008025887763,UbxVhXZ5cxg,Kabwoya Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36239,1755,63,7,,,,,,,,,[],,1,2025-09-07 15:14:35.299 +0300,2025-09-07 15:14:35.299 +0300
2406,pa2KemeFZTD,Kyehoro Health Centre III,Kyehoro HC III,30.939478,1.506093,8008027373090,UbxVhXZ5cxg,Kabwoya Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36173,1755,63,7,,,,,,,,,[],,1,2025-09-07 15:14:35.294 +0300,2025-09-07 15:14:35.294 +0300
2404,k38SanlZHyl,Kaseeta Health Centre III,Kaseeta HC III,30.994547,1.386559,8008026877915,UbxVhXZ5cxg,Kabwoya Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36303,1755,63,7,,,,,,,,,[],,1,2025-09-07 15:14:35.285 +0300,2025-09-07 15:14:35.285 +0300
629,a0NjFSCY24s,Buhimba Health Centre III,Buhimba HC III,31.315496,1.346503,8008025599733,Qf4OCpggyf0,Buhimba Town Council,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36076,630,63,7,,,,,,,,,[],,1,2025-09-07 15:14:29.193 +0300,2025-09-07 15:14:29.193 +0300
2405,ftLh2qoAXsJ,Kisaaru Tea Health Centre II,Kisaaru Tea HC II,31.002167,1.241122,8008021148168,UbxVhXZ5cxg,Kabwoya Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,PNFP,UCBHCA,Functional,36339,1755,63,7,,,,,,,,,[],,1,2025-09-07 15:14:35.290 +0300,2025-09-07 15:14:35.290 +0300
4277,Y7XKVrGNA6d,Rwenyawawa Health Centre III,Rwenyawawa HC III,30.728424,1.16034,8008026878075,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36125,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.231 +0300,2025-09-07 15:14:42.231 +0300
566,Ond9n3CrBxY,Bujugu Health Centre III,Bujugu HC III,31.198105,1.39906,8008025584523,UDksMxL5cfZ,Bugambe Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36031,1583,63,7,,,,,,,,,[],,1,2025-09-07 15:14:29.006 +0300,2025-09-07 15:14:29.006 +0300
565,Gbjmyvee9zh,Bugambe Tea Health Centre III,Bugambe Tea HC III,31.202969,1.442716,8008022886472,UDksMxL5cfZ,Bugambe Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,PNFP,UCBHCA,Functional,36086,1583,63,7,,,,,,,,,[],,1,2025-09-07 15:14:29.002 +0300,2025-09-07 15:14:29.002 +0300
628,omv0xbPKq9w,Muhwiju Health Centre III,Muhwiju HC III,31.270052,1.383713,8008028741727,STVXdJbnn3H,Buhimba Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36070,1718,63,7,,,,,,,,,[],,1,2025-09-07 15:14:29.191 +0300,2025-09-07 15:14:29.191 +0300
2403,zdhmUkPsGjH,Kabwoya Health Centre III,Kabwoya HC III,31.084991,1.246056,8008029986928,UbxVhXZ5cxg,Kabwoya Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36052,1755,63,7,,,,,,,,,[],,1,2025-09-07 15:14:35.280 +0300,2025-09-07 15:14:35.280 +0300
564,H8Bros0p2OY,Bugambe Prisons Health Centre II,Bugambe Prison Clinic,,,8008025197333,UDksMxL5cfZ,Bugambe Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,GOV,UPS,Functional,36150,1583,63,7,,,,,,,,,[],,1,2025-09-07 15:14:28.999 +0300,2025-09-07 15:14:28.999 +0300
4118,sUPmMA66xoY,Kichompyo Health Centre II,Kichompyo HC II,31.144043,1.320033,8008026241271,K9Kbf0kDcAO,Kiziranfumbi Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,GOV,Local Government,Functional,36248,1476,63,7,,,,,,,,,[],,1,2025-09-07 15:14:41.385 +0300,2025-09-07 15:14:41.385 +0300
4119,QCufWVvV6cj,Mukabara Health Centre III,Mukabara HC III,31.233782,1.273042,8008027940270,K9Kbf0kDcAO,Kiziranfumbi Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36095,1476,63,7,,,,,,,,,[],,1,2025-09-07 15:14:41.391 +0300,2025-09-07 15:14:41.391 +0300
4271,PSR8gZuE04T,Mama Clinic,Mama Clinic,,,,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,PNFP,Private Authority,Functional,36164,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.202 +0300,2025-09-07 15:14:42.202 +0300
627,bOBFFFr0Cls,Lucy Bisereko Health Centre III,Lucy Bisereko HC III,31.392801,1.356711,8008021506153,STVXdJbnn3H,Buhimba Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36288,1718,63,7,,,,,,,,,[],,1,2025-09-07 15:14:29.189 +0300,2025-09-07 15:14:29.189 +0300
4272,zbCIfsyXOEv,Maratatu B Health Centre III,Maratatu B HC III,,,8008024207408,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36202,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.208 +0300,2025-09-07 15:14:42.208 +0300
4120,T2B10TYgbU5,Munteme Health Centre III,Munteme HC III,31.16358,1.304027,8008028723117,K9Kbf0kDcAO,Kiziranfumbi Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,PNFP,UCMB,Functional,36046,1476,63,7,,,,,,,,,[],,1,2025-09-07 15:14:41.397 +0300,2025-09-07 15:14:41.397 +0300
625,AF3a7cvTQLu,Kisiiha Health Centre II,Kisiiha HC II,31.285593,1.319042,8008024550455,STVXdJbnn3H,Buhimba Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,GOV,Local Government,Functional,36319,1718,63,7,,,,,,,,,[],,1,2025-09-07 15:14:29.183 +0300,2025-09-07 15:14:29.183 +0300
626,aygeogIefOQ,Kitoole Health Centre II,Kitoole HC II,31.299414,1.264849,8008025836700,STVXdJbnn3H,Buhimba Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,GOV,Local Government,Functional,36209,1718,63,7,,,,,,,,,[],,1,2025-09-07 15:14:29.186 +0300,2025-09-07 15:14:29.186 +0300
3838,ZyIU7Z6NxVX,Kikuube Health Centre IV,Kikuube HC IV,31.221886,1.340446,8008021083198,nndKcR9x39b,Kikuube Town Council,L5WBetpBpY3,Kikuube District,Bunyoro,HC IV,GOV,Local Government,Functional,36307,603,63,7,,,,,,,,,[],,1,2025-09-07 15:14:40.211 +0300,2025-09-07 15:14:40.211 +0300
4273,beoULENKZdb,Maratatu D Health Centre III,Maratatu D HC III,,,8008024706048,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,PNFP,UNHCR,Functional,36083,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.218 +0300,2025-09-07 15:14:42.218 +0300
4121,pAeUhElFcXO,Wambabya Health Centre II,Wambabya HC II,31.127914,1.380881,8008028915318,K9Kbf0kDcAO,Kiziranfumbi Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,GOV,Local Government,Functional,36157,1476,63,7,,,,,,,,,[],,1,2025-09-07 15:14:41.402 +0300,2025-09-07 15:14:41.402 +0300
624,WcfbUI6UJkF,Bujalya Health Centre III,Bujalya HC III,31.341772,1.289849,8008024699548,STVXdJbnn3H,Buhimba Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36260,1718,63,7,,,,,,,,,[],,1,2025-09-07 15:14:29.180 +0300,2025-09-07 15:14:29.180 +0300
4269,ak9PptMkTZD,Kyangwali Prisons Health Centre II,Kyangwali Prison HC II,,,8008029075062,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,GOV,UPS,Functional,36135,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.193 +0300,2025-09-07 15:14:42.193 +0300
4270,qL3k0Mlcy4u,Malembo Health Centre III,Malembo HC II,30.70599,1.130351,8008026759645,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36187,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.197 +0300,2025-09-07 15:14:42.197 +0300
4268,gQKXvT7RNVU,Kyangwali Health Centre IV,Kyangwali HC IV,30.80112,1.212376,8008023232301,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC IV,GOV,UNHCR,Functional,36072,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.186 +0300,2025-09-07 15:14:42.186 +0300
4276,dGIRbXEYTuQ,Nsozi Health Centre III,Nsozi HC III,30.948696,1.246996,8008023285995,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36312,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.227 +0300,2025-09-07 15:14:42.227 +0300
563,CRKrLT3w8EQ,Bugambe Health Centre III,Bugambe HC III,31.252565,1.421053,8008021970267,UDksMxL5cfZ,Bugambe Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36169,1583,63,7,,,,,,,,,[],,1,2025-09-07 15:14:28.995 +0300,2025-09-07 15:14:28.995 +0300
4274,PXRuyRd2H1O,Mombasa Health Centre III,Mombasa HC III,,,8008022380196,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36314,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.221 +0300,2025-09-07 15:14:42.221 +0300
4267,q4GEmGsADKc,Kavule Health Centre II,Kavule HC II,,,8008026649238,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,PNFP,UNHCR,Functional,36287,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.182 +0300,2025-09-07 15:14:42.182 +0300
4275,rqXX3nVIgQd,Ngurwe Health Centre III,Ngurwe HC II,30.750454,1.196676,8008021417533,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36337,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.224 +0300,2025-09-07 15:14:42.224 +0300
4266,TROMT6DVKEl,Kasonga Health Centre II,Kasonga HC II,30.76948,1.172891,8008025253837,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,GOV,UNHCR,Functional,36331,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.176 +0300,2025-09-07 15:14:42.176 +0300
4265,C2Yq4SFlw5M,Kagoma Health Centre III,Kagoma HC III,,,8008022156571,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC III,GOV,Local Government,Functional,36268,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.170 +0300,2025-09-07 15:14:42.170 +0300
4264,WiY1k8ameqN,Jats Medical Clinic,Jats Medical Clinic,,,,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,Clinic,PNFP,Private Authority,Functional,36197,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.160 +0300,2025-09-07 15:14:42.160 +0300
4263,vULcvu1i8di,Buhuuka Health Centre II,Buhuuka HC III,30.739792,1.239072,8008025998956,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,Bunyoro,HC II,GOV,Local Government,Functional,36064,650,63,7,,,,,,,,,[],,1,2025-09-07 15:14:42.156 +0300,2025-09-07 15:14:42.156 +0300
1217,MQpuz4h5Hf1,Bk Community Clinic,Bk Community Clinic,32.14572,1.957737,8008026262643,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,Clinic,PFP,Private Authority,Functional,36048,1610,64,7,,,,,,,,,[],,1,2025-09-07 15:14:31.284 +0300,2025-09-07 15:14:31.284 +0300
3723,auWHq0LQsFf,Katulikire Health Centre III,Katulikire HC III,32.168995,1.984582,8008027329393,UOI35qXSafW,Kichwabugingo Subcounty,B0G9cqixld8,Kiryandongo District,Bunyoro,HC III,PNFP,UCMB,Functional,36291,767,64,7,,,,,,,,,[],,1,2025-09-07 15:14:39.827 +0300,2025-09-07 15:14:39.827 +0300
3724,QHsCNVmRURq,St. Jude Thaddeos Karungu Health Centre III,St. Jude Thaddeos Karungu HC III,32.1193,2.01433,8008021051660,UOI35qXSafW,Kichwabugingo Subcounty,B0G9cqixld8,Kiryandongo District,Bunyoro,HC III,PNFP,UCMB,Functional,36298,767,64,7,,,,,,,,,[],,1,2025-09-07 15:14:39.830 +0300,2025-09-07 15:14:39.830 +0300
2882,gsPk5OMnK2f,Karuma Health Centre II,Karuma HC II,32.246532,2.228733,8008025199239,vugdNe0yQNM,Karuma Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,HC II,GOV,Local Government,Functional,36253,343,64,7,,,,,,,,,[],,1,2025-09-07 15:14:36.981 +0300,2025-09-07 15:14:36.981 +0300
2883,IqVNSXaDBig,Karuma Medical Centre,Karuma Medical Centre Clinic,32.247143,2.235233,8008028586934,vugdNe0yQNM,Karuma Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,Clinic,PFP,Private Authority,Functional,36168,343,64,7,,,,,,,,,[],,1,2025-09-07 15:14:36.984 +0300,2025-09-07 15:14:36.984 +0300
6184,eAuFbAc1MUZ,Panyadoli Hill Health Centre III,Panyadoli Hill HC III,32.19373,1.941733,8008025966051,mx3iKoXSg9l,Mutunda Subcounty,B0G9cqixld8,Kiryandongo District,Bunyoro,HC III,GOV,UNHCR,Functional,36324,317,64,7,,,,,,,,,[],,1,2025-09-07 15:14:50.388 +0300,2025-09-07 15:14:50.388 +0300
1223,LdOtQM4mv4S,Lunar Clinic,Lunar Clinic,32.136864,1.948667,8008028254281,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,Clinic,PFP,Private Authority,Non-Functional,36289,1610,64,7,,,,,,,,,[],,1,2025-09-07 15:14:31.306 +0300,2025-09-07 15:14:31.306 +0300
1224,CWGr8jJ4Cfw,Noah's Clinic,Noah's  Clinic,32.139336,1.952645,8008025545242,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,Clinic,PFP,Private Authority,Non-Functional,36282,1610,64,7,,,,,,,,,[],,1,2025-09-07 15:14:31.310 +0300,2025-09-07 15:14:31.310 +0300
1225,rfk0AEPFYk5,Nyakadoti Health Centre III,Nyakadoti HC III,32.13534,1.942219,8008025380812,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,HC III,GOV,UNHCR,Functional,36334,1610,64,7,,,,,,,,,[],,1,2025-09-07 15:14:31.314 +0300,2025-09-07 15:14:31.314 +0300
1226,a3qKoIZXK3t,Panyadoli Health Centre IV,Panyadoli HC IV,32.169838,1.939639,8008023082067,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,HC IV,GOV,UNHCR,Functional,36185,1610,64,7,,,,,,,,,[],,1,2025-09-07 15:14:31.318 +0300,2025-09-07 15:14:31.318 +0300
1222,aKkI1C9G3Q7,Life Link Clinic,Life Link Clinic,32.139866,1.952605,8008024846400,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,Clinic,PFP,Private Authority,Non-Functional,36203,1610,64,7,,,,,,,,,[],,1,2025-09-07 15:14:31.302 +0300,2025-09-07 15:14:31.302 +0300
6183,T72P3ebY53q,Mutunda Health Centre III,Mutunda HC III,32.307434,2.097825,8008026263054,mx3iKoXSg9l,Mutunda Subcounty,B0G9cqixld8,Kiryandongo District,Bunyoro,HC III,GOV,Local Government,Functional,36304,317,64,7,,,,,,,,,[],,1,2025-09-07 15:14:50.385 +0300,2025-09-07 15:14:50.385 +0300
2881,jf2hnREDE96,Family Health Care (Karuma) Clinic,Family Health Care (Karuma) Clinic,32.246597,2.234857,8008026298370,vugdNe0yQNM,Karuma Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,Clinic,PFP,Private Authority,Non-Functional,36191,343,64,7,,,,,,,,,[],,1,2025-09-07 15:14:36.978 +0300,2025-09-07 15:14:36.978 +0300
3993,kzFJJnKcISy,Kiryandongo General Hospital,Kiryandongo Hospital,32.062214,1.878678,8008022509105,PyNAIp8LzqW,Kiryandongo Town Council,B0G9cqixld8,Kiryandongo District,Bunyoro,General Hospital,GOV,SOS,Functional,36196,660,64,7,,,,,,,,,[],,1,2025-09-07 15:14:40.729 +0300,2025-09-07 15:14:40.729 +0300
