id,name,code,parent_id,level_id,createdAt,updatedAt
34825,Binya HC II,,1735,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34826,Odokonyero HC II,,1376,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34827,Laguti HC III,,1565,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34828,Lukwir HC II,,1808,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34829,St. Stefano Campagnolo Memorial HC II,,635,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34830,Gulu Prison HC III,,747,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34831,Charity Medical Centre,,747,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34832,Pawel Angany HC II,,1471,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34833,Dure HC II,,369,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34834,Pajule HC IV,,1261,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34835,St. Joseph Community Medical Centre Clinic,,1101,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34836,Cwero HC III,,285,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34837,Pearl Medical Center Clinic,,1140,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34838,God's  Mercy HC II,,1420,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34839,Rwotobilo HC II,,1050,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34840,Karin Medical Centre HC III,,740,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34841,Ogom HC III,,2034,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34842,Pece Prisons HC II,,740,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34843,Odokomit HC II,,729,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34844,Pakor HC II,,1221,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34845,Lawire HC II,,1225,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34846,Lokung HC III,,1140,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34847,Omel HC III,,1571,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34848,Okinga HC III,,2016,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34849,Lorado Medical Clinic,,703,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34850,Gulu Lifeline Clinic,,740,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34851,Padibe West HC III,,621,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34852,Flama HC II,,1547,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34853,Child Care Community Centre,,747,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34854,Bmj Medical Clinic,,703,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34855,Emmanuel Clinic (Koro) HC II,,308,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34856,Koch Lii HC III,,1279,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
36284,Biizi HC II,,1387,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34857,Gulu Regional Referral Hospital,,740,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34858,Meeting Point HC II,,703,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34859,St. Peters Awere HC II,,947,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34860,Mama Chef Clinic,,335,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34861,Gulu Military Hospital,,747,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34862,Gotapwoyo Health Centre III,,1266,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34863,Laroo HC III,,740,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34864,Bregma HC II,,703,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34865,Patongo HC IV,,1815,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34866,Bardege HC III,,747,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34867,Lakwatomer HC II,,308,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34868,Acuru HC II,,774,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34869,Pawach HC II,,187,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34870,NUMES Medical Centre,,1420,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34871,Aswa Ranch HC II,,643,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34872,Palukere HC II,,646,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34873,Wiianaka HC II,,1968,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34874,Pudor HC II,,2062,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34875,Omiya Pacwa HC II,,465,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34876,St. Peter and Paul HC III,,207,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34877,St. Joseph Rubindi HC II,,1660,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34878,Bisheshe HC III,,1897,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34879,Kasana COU HC II,,1636,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34880,Engari Community HC III,,1605,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34881,Kihunda HC III,,1072,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34882,Mbarara Municipal Council HC IV,,1053,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34883,Rugazi HC IV,,1614,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34884,Mbarara Women Prison HC II,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34885,Kigarama Health Clinic,,1926,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34886,Kibeho HC II,,1280,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34887,Ultra Medical Centre HC II,,1517,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34888,Juru HC III,,332,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34889,Jon Medical Centre HC II,,1519,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34890,Kyeizooba HC III,,515,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34891,Ndeija HC III,,175,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34892,Eyeitu Medical Centre Clinic,,1076,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34893,Mooya HC II,,1276,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34894,Kiruhura Medical Centre Clinic,,1908,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34895,Nsasi HC II,,1419,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34896,St. Augustine Medical Center Clinic,,1053,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34897,Ihunga (Mbarara) HC II,,711,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34898,Samaritan Medical Clinic HC II,,1972,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34899,Life care Clinic,,575,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34900,Nyamirima HC II (Kashare Subcounty),,845,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34901,Karwesanga HC II,,1660,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34902,Kiruhura Migina HC II,,1394,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34903,Family Health Resource Centre Clinic,,713,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34904,Nyakashashara HC III,,1567,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34905,Mahooro Medical Centre,,570,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34906,Nyakatsiro HC III,,583,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34907,St. Johns Medical Clinic (Rubirizi) HC II,,1614,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34908,Nyakishojwa HC III,,2002,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34909,Ngoma HC III,,632,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34910,Mbogo HC II,,1884,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34911,Kyeizooba Farmers Clinic,,1570,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34912,Daniel K Medical Centre HC II,,1713,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34913,Kashaka HC II,,788,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34914,Kirambi HC II,,2002,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34915,Burungira HC II,,1842,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34916,Kanyaryeru (Lake Mburo) HC III,,568,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34917,Dembe Clinic (Kanoni) Clinic,,1884,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34918,Ruhumuro HC III,,1842,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34919,Kyabandara HC II,,996,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34920,Kabwohe HC IV,,1517,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34921,Bukiiro HC III,,821,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34922,Nakivale HC III,,332,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34923,Kiziba (Kagango) HC II,,1072,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34924,Mayanga HC II,,2025,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34925,Ruti Peoples Clinic,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34926,Kyabirukwa HC III,,1076,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34927,Ibanda Bugarama HC II,,1897,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34928,Nshungyezi HC III,,1860,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34929,Quality Health Care Initiative,,1517,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34930,Nyamitanga Ngo HC II,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34931,Homely Medical Centre,,1053,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34932,Johnsons Medical Clinic HC II,,700,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34933,Rugarama HC III,,1478,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34934,Kabira (Mitooma) HC III,,499,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34935,Acumpa Medical Center Clinic,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34936,Rugarama HC III,,1713,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34937,Rugaaga HC IV,,736,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34938,Kathel Medical Center,,175,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34939,Butoha HC III,,1551,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34940,Multi care clinic,,763,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34941,Tumu Hospital,,1928,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34942,Kigunga HC II,,205,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34943,Kiyanja HC II,,1120,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34944,Devine Mercy Medical Centre Clinic,,1792,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34945,Rushozi HC II,,1517,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34946,Rweikiniro HC III,,1953,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34947,Kikonkoma HC II,,1248,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34948,Mugarutsya HC II,,1159,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34949,Blue Cross Medical Centre HC II,,1076,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34950,Engari HC III,,1605,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34951,Rubindi HC III,,1660,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34952,Numba HC II,,2003,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34953,TASO Mbarara Special Clinic,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34954,Ntutsi Mission HC II,,306,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34955,St. Patrick Medical Centre,,601,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34956,Rubirizi Medical Center,,1614,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34957,Nyakitunda HC III,,327,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34958,Kafunjo (Kafunjo) HC II,,1450,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34959,St. Angella Medical Clinic HC II,,1019,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34960,Kyafoora HC II,,1715,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34961,Nombe HC II,,917,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34962,Kashongi HC III,,1135,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34963,Ibanda Mission HC III,,1926,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34964,Kiruhura HC IV,,1907,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34965,St. Peter's  HC II,,1159,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34966,Bushenyi Police Station HC II,,1570,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34967,Mushumba HC II,,1726,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34968,Buhweju Prison HC II,,1095,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34969,Bwoga HC II,,314,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34970,Rugaaga HC II,,1172,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34971,Rubare HC II,,558,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34972,Rutooma HC III,,542,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34973,Karama HC II,,1488,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34974,Kihani HC II,,2054,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34975,B&S Medical and Diagnostic Centre HC II,,1885,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34976,Katungu (WAD) HC II,,1357,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34977,Bwagonga Community Hospital,,1884,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34978,Sheema Clinic Nyamukana,,1825,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34979,Burunga HC III,,1484,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34980,Ruhama HC III,,424,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34981,Ruborogota HC III,,1488,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34982,Family Doctors Clinic (Ntungamo) HC II,,853,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34983,Nyarubungo HC II,,1260,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34984,Rubaya HC III,,773,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34985,Kishenyi HC II,,788,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34986,Mcneil Medical Centre,,394,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34987,J&T Medical Centre HC II,,327,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34988,Nyabisirira HC II,,845,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34989,Buremba Medical Centre Clinic,,1766,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34990,Mother Francisca Lechner HC IV,,456,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34991,Nyarukiika HC II,,205,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34992,Kasana HC III,,972,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34993,Kabushaho HC III,,2003,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34994,Mbarara Main Prisons HC III,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34995,Kahenda HC II,,972,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34996,Ibanda Bihanga HC II,,1906,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34997,Kibare (Bitereko) HC II,,583,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34998,St. Laura HC II,,329,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
34999,Itara HC II,,773,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35000,Quality Services Medical Clinic,,1605,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35001,His Will Maternity Clinic,,331,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35002,Bubaare HC III,,1159,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35003,Ngomba HC II,,552,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35004,Kamukuzi Dho HC II,,1053,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35005,Rwenkobwa HC III,,1352,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35006,Kitojo (Sheema) HC III,,996,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35007,Ryengyerero HC III,,624,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35008,Bihanga UPDF Barracks HC II,,926,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35009,Bwizibwera HC IV,,628,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35010,Hosana Clinic,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35011,Orwigi HC II,,1484,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35012,Rwamuranga HC II,,757,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35013,Kiruhura Kabingo HC II,,1766,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35014,Kakiika Prisons HC II,,1053,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35015,Rwashamaire HC IV,,1792,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35016,Kongoro HC II,,1668,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35017,Kanywamaizi HC III,,1045,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35018,Ishongororo HC IV,,2057,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35019,Kajunju HC II,,954,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35020,Ibanda Police HC II,,1926,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35021,Butare HC III,,1075,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35022,Mabonwa HC II,,205,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35023,Kasagama Medical Centre HC II,,575,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35024,Rushere Community Hospital,,1908,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35025,Kabaare HC II,,1897,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35026,Goodlife Medical Clinic,,205,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35027,Ryeishe HC III,,329,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35028,Nyamabaare HC II,,1454,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35029,Itojo Hospital,,394,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35030,Rukondo HC II,,1636,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35031,Rwentsinga HC II,,1668,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35032,Biharwe (Nyabuhama) HC III,,1053,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35033,Ankole Tea Factory HC II,,2050,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35034,Humura Clinic HC II,,1614,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35035,Nn Clinic,,1549,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35036,Ntungamo Prisons HC II,,1658,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35037,Kyamusoni HC II,,1488,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35038,Bushenyi Ug. Women Prison HC II,,1570,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35039,Nyanga HC III,,1592,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35040,Bubangizi HC III,,819,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35041,South Ankole Mission HC III,,512,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35042,Katembe HC II,,205,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35043,Nyarubare HC II,,502,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35044,Veridina Medical Clinic,,1053,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35045,Nyakashoga HC II,,1478,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35046,Kiruhura Prisons Clinic,,1907,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35047,Kihanga Medical Centre HC II,,269,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35048,Ibanda Afya Clinic,,1419,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35049,Doctors Referral Hospital,,699,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35050,Rumuri HC II,,1460,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35051,Bahamagara HC II,,1614,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35052,Quality Care Medical Clinic,,1006,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35053,Kamukuzi Division HC II,,1053,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35054,Family Planning Association Clinic,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35055,Kanywambogo HC III,,924,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35056,Mbarara Muslim HC III,,1659,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35057,Nyongozi HC II,,1825,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35058,Rwoho HC II,,794,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35059,Rwabakunya Domiciliary Clinic HC II,,331,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35060,Kabazana HC III,,332,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35061,Kyezimbire HC II,,1973,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35062,Nyarugote HC II,,849,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
35063,Kyambura Medical Clinic HC II,,1460,5,2025-08-30 17:45:03.225 +0300,2025-08-30 17:45:03.225 +0300
